eq,variable,betas_dgp,beta_estimate
1,1,0,-0.00721061365416329
1,10,0,-0.249530142482684
1,2,0.0340606528923266,-0.0382062565253679
1,3,0,-0.145915612977903
1,4,0.11073570746677,-0.560054022408989
1,5,-0.51430677587698,-0.777726492450681
1,6,-0.629673893259801,-0.626935083543
1,7,-0.146609332787232,-0.216117690962614
1,8,0,-0.34096964830268
1,9,0,0.15069145428587
10,1,0.518923285038229,0.105438157102987
10,10,0.0752420670262884,0.102898234890633
10,2,0.1033571887929,0.367661586128367
10,3,0.373798662610999,0.28173856186865
10,4,0,0.0575548398661941
10,5,0.940316612028692,0.733139731645481
10,6,0,0.0576033238779608
10,7,-1.12575887833297,-0.739341975733633
10,8,-0.196746255754093,-0.57057964258143
10,9,0.240227148451271,-0.0341406094069584
2,1,0,-0.187759244762035
2,10,-1.040954867276,-1.07351347152553
2,2,0,-0.102847516502342
2,3,0,-0.601795081316416
2,4,0,-6.81177761239806e-06
2,5,0,-0.982805913768878
2,6,0,-0.219046841867268
2,7,-0.355119955334023,-0.82253308458683
2,8,0,-0.840965243270691
2,9,0,-0.62666244795791
3,1,0,-0.128848909925429
3,10,-0.32057167056918,-0.349412708557615
3,2,0,0.00529567408115022
3,3,0,-0.336321207337531
3,4,-0.555942679455149,-0.600027140357028
3,5,0.139639125228469,-0.397937339418676
3,6,0,-0.0812995651595961
3,7,-0.386276101186396,-0.493851126125617
3,8,0.377196266306689,-0.274400695025897
3,9,0,-0.0899798600287531
4,1,0,0.0300864056844571
4,10,0.0936931629161352,0.0797816540642971
4,2,0,0.057008356412791
4,3,0,0.137676865911227
4,4,0,-0.00874082216277064
4,5,0,0.127144623306422
4,6,0,0.0757587742633263
4,7,0,0.133875351951284
4,8,0.551216802245563,0.350094546042509
4,9,-0.29893753564968,-0.0672665262267974
5,1,0,-0.101806877339686
5,10,0,-0.0320171704968564
5,2,0.128725909823648,0.0809094505783814
5,3,0,0.0712267447140569
5,4,0.316887866469948,0.265060027717513
5,5,0,0.0672974219115413
5,6,0.109816396594481,0.116045492448152
5,7,-0.290339423068484,-0.250194868449374
5,8,0.0910233038915189,-0.0367068810466504
5,9,0,-0.0257759411810791
6,1,0.674613649981921,0.962845257081074
6,10,-0.173656820490699,-0.0736298147319066
6,2,0.618389134574674,0.790242992084225
6,3,0,1.10300606004884
6,4,0,-0.563445895204224
6,5,-0.21421556957476,0.0250650104684007
6,6,0.162382434657543,-0.000102259003593884
6,7,0,0.415500734897934
6,8,0.510181856341863,0.701373642597991
6,9,0.046105876589874,-0.506473516522079
7,1,-0.323995613931157,-0.281767879352351
7,10,0.140790437188548,0.0616900675642432
7,2,0,0.0991689652462886
7,3,0.366240250002487,-0.072401939981084
7,4,-1.13044967239624,-0.997943763062315
7,5,-0.17690846979008,-0.121171033419073
7,6,-0.15212077308914,-0.187135115718177
7,7,-0.521493806173177,-0.36710331416312
7,8,0.575317406911518,-0.0170801544466326
7,9,0,0.292660201534894
8,1,0,-0.0640963194233339
8,10,0,-0.0179778732162607
8,2,0,-0.00273085305608705
8,3,0,-0.0728087160376454
8,4,-0.0197361664843117,-0.128041783395493
8,5,0,-3.54800987969742e-05
8,6,0,-0.0231418144742166
8,7,-0.086005872361855,-0.0859887316814252
8,8,0.187326211321507,0.168723732946408
8,9,0,0.121474511539991
9,1,-0.031990569536377,-0.226962261801931
9,10,0,0.13341741421493
9,2,0,0.0291677578977149
9,3,0,0.0476506452990387
9,4,0.376277570076691,0.612286127841802
9,5,0.954406760030221,1.00960236124037
9,6,0,0.0775333456815572
9,7,-0.206196789987911,-0.0702852487545143
9,8,0,0.19121028960578
9,9,0,0.163074605931687
